"id","source","arrivalTime","departureTime","serviceTime","priority"
5,1,1,2,0.5,2
6,1,2,2.5,0.5,0
7,1,4,4.5,0.5,0
8,1,5,5.5,0.5,2
9,1,7,0,0.5,2
